index,elevation,wind_direction,wind_speed,energy_release_component,burn_index,precipitation,tempature_min,tempature_max,drought_index,vegetation,population_density,fire_mask_0_0,fire_mask_0_1,fire_mask_0_2,fire_mask_1_0,fire_mask_1_1,fire_mask_1_2,fire_mask_2_0,fire_mask_2_1,fire_mask_2_2,fire_mask_next_day
15,1499.888888888889,276.96684444444446,3.3635337111111117,56.969245,48.66074166666667,0.0,276.60214666666667,297.0339211111111,0.14271962788888887,2516.4444444444443,26.463259444444446,False,False,False,False,False,False,False,False,False,False
16,1550.6666666666667,274.5605433333333,2.9054916222222222,52.77031544444444,41.83196344444444,0.0,276.2823588888889,296.2384044444444,1.27049656,2647.5555555555557,546.7085433333334,False,False,False,False,False,False,False,False,False,False
17,2508.8888888888887,266.5689933333334,4.000830644444445,50.37014688888889,45.34338344444445,0.0,276.27143666666666,288.45323333333334,0.032062889455555556,5091.0,4.6733937855555565,False,False,False,False,False,False,False,False,False,False
18,2043.5555555555557,269.49447444444445,4.9915039555555545,52.812315777777776,52.807842111111114,0.0,277.8997366666666,292.1094788888889,0.6195999322222222,5487.222222222223,3.4245827699999998,False,False,False,False,False,False,False,False,False,False
19,1547.0,267.81939444444447,3.9042964,56.56516311111111,51.282875666666676,0.0,276.6645966666667,296.7648911111111,0.5202703822222223,3610.222222222222,990.6792387777776,False,False,False,False,False,False,False,False,False,False
20,1737.3333333333333,269.9432788888889,5.260591288888889,56.661479,58.91540233333333,0.0,277.7730288888889,295.09087222222223,0.49695379111111115,3731.222222222222,57.4424927888889,False,False,False,False,False,False,False,False,False,False
21,1550.7777777777778,268.19281,5.303591511111112,59.608133,63.234209,0.0,276.9417877777778,296.9701455555556,0.42222081222222224,4278.222222222223,286.63478133333336,False,False,False,False,False,False,False,False,False,False
22,1500.3333333333333,260.03059,2.8514875,57.884148999999994,45.40900022222222,0.0,277.14234111111114,297.80638888888893,0.8380423344444445,3203.1111111111113,118.33006006666668,False,False,False,False,False,False,False,False,False,False
23,1265.0,252.94465888888894,3.386201766666667,58.99392377777777,50.99452766666666,0.0,277.9949522222222,300.62458666666663,1.1615701555555553,1908.0,0.08584798677777777,False,False,False,False,False,False,False,False,False,False
24,1346.111111111111,252.8393166666667,3.3987436,64.44065433333333,56.017584666666664,0.0,277.4737833333333,300.44749666666667,-1.6967453000000001,1766.2222222222222,0.04978717588888889,False,False,False,False,False,False,False,False,False,False
25,1289.3333333333333,251.63978000000003,3.397896211111112,61.66782133333332,52.66438922222222,0.0,277.8657177777777,300.9107988888889,-0.4484265393333333,1958.2222222222222,0.6625062522222223,False,False,False,False,False,False,False,False,False,False
26,1261.5555555555557,252.80625444444448,3.400668722222222,60.81383855555555,52.84264577777777,0.0,278.7637111111111,300.6429111111112,1.084786488888889,2170.6666666666665,0.23896352888888886,False,False,False,False,False,False,False,False,False,False
27,1278.0,253.99267444444442,3.3062015777777773,62.97646044444443,53.70204211111111,0.0,279.0021844444444,300.56686888888885,-1.5220556222222221,1918.3333333333333,0.0,False,False,False,False,False,False,False,False,False,False
28,1266.7777777777778,253.4783144444444,3.300526933333333,63.007901999999994,53.445756333333335,0.0,279.12030000000004,300.6760088888889,-1.540041811111111,1847.888888888889,0.02501307488888889,False,False,False,False,False,False,False,False,False,False
29,1338.5555555555557,255.74350777777784,3.200553466666667,64.66221111111112,54.718889777777775,0.0,278.5425955555555,300.3245588888888,-1.591799088888889,1870.111111111111,0.0,False,False,False,False,False,False,False,False,False,False
30,1326.4444444444443,256.0660955555556,3.1717496444444446,66.96293544444444,55.62597722222222,0.0,278.2584288888889,300.4301733333334,-1.9050395111111114,1901.111111111111,0.06482188177777777,False,False,False,False,False,False,False,False,False,False
31,1223.3333333333333,253.96223666666663,3.3820249555555555,63.09412377777778,54.686151111111116,0.0,278.1415277777778,300.80983888888886,-1.4895821666666664,1933.3333333333333,0.0,False,False,False,False,False,False,False,False,False,False
32,1205.888888888889,266.8877155555556,3.3991902666666665,60.951305555555564,52.94948766666666,0.0,278.2899611111111,300.89469333333335,-1.2817641444444445,1792.2222222222222,0.02449428653333333,False,False,False,False,False,False,False,False,False,False
33,1279.6666666666667,258.05481000000003,3.1261862777777782,66.89174111111112,55.28090377777777,0.0,277.7737744444445,300.4327333333333,-1.551555,1711.4444444444443,0.0,False,False,False,False,False,False,False,False,False,False
34,1160.5555555555557,263.7198644444445,3.3386731888888885,61.73606788888888,52.99040611111112,0.0,276.79395555555556,301.0508422222222,-1.3518044666666666,3970.3333333333335,3.817686544444444,False,False,False,False,False,False,False,False,False,False
35,2050.4444444444443,262.07692555555553,3.055697344444445,51.30572322222222,40.95487722222222,0.0,273.2617755555555,290.5062166666666,-2.0596335666666667,3651.8888888888887,0.01836574988888889,False,False,False,False,False,False,False,False,False,False
36,2081.6666666666665,260.5461555555556,2.937417633333333,53.800398666666666,41.93943244444445,0.0,272.84757777777776,290.4241244444445,-1.8920926444444446,3974.222222222222,0.0,False,False,False,False,False,False,False,False,False,False
37,2346.4444444444443,259.92211888888886,2.605306477777778,57.42756611111112,42.474271,0.0,273.7164722222222,288.3376455555556,-1.6457702555555556,3366.4444444444443,0.0,False,False,False,False,False,False,False,False,False,False
38,1925.2222222222222,262.12988333333334,2.761962066666667,57.044601777777785,42.68248422222222,0.0,273.90418999999997,290.9283244444445,-1.5982906444444442,3209.0,2.0012956844444445,False,False,False,False,False,False,False,False,False,False
39,1822.6666666666667,265.14354333333335,2.679546388888889,58.55545188888888,43.51928388888889,0.0,273.96781222222216,291.4731088888889,-1.7489573666666667,2757.6666666666665,1.4620694612222223,False,False,False,False,False,False,False,False,False,False
40,2167.5555555555557,272.31005,2.5026918555555557,60.74831366666667,43.85418933333333,0.0,274.61311333333333,289.39935333333335,-2.338060566666667,2396.3333333333335,0.0,False,False,False,False,False,False,False,False,False,False
41,2473.3333333333335,273.54208666666665,2.4924075,60.112564000000006,43.09353822222223,0.0,275.5355977777778,286.1728688888889,-2.418797755555555,1178.5555555555557,0.0,False,False,False,False,False,False,False,False,False,False
42,2355.777777777778,267.0281088888889,2.6999999999999997,57.009985666666665,41.967571,0.0,273.7657544444444,287.9319733333334,-1.3898507777777778,2942.3333333333335,2.5351014666666662,False,False,False,False,False,False,False,False,False,False
43,1572.6666666666667,270.04265888888887,2.597611455555555,60.11844677777778,44.859608,0.0,273.54518666666667,293.9661466666667,-2.186917722222222,3152.5555555555557,332.4869005666667,False,False,False,False,False,False,False,False,False,False
44,2214.1111111111113,273.34334888888884,2.5059989,60.85574255555556,43.90984622222222,0.0,275.4200911111111,289.83363333333335,-2.465622911111111,2088.6666666666665,0.0,False,False,False,False,False,False,False,False,False,False
45,1988.0,269.89084555555553,2.602985377777778,62.316968333333335,45.60841422222222,0.0,274.75924444444445,290.6464755555555,-2.327564733333334,3338.5555555555557,0.6057671788888889,False,False,False,False,False,False,False,False,False,False
46,1726.888888888889,274.8059944444445,2.5927657444444443,61.18929322222223,45.02012788888889,0.0,275.54599222222225,292.9847422222222,-2.5760797,3105.3333333333335,0.0,False,False,False,False,False,False,False,False,False,False
47,1652.888888888889,284.8155222222222,5.277517811111111,58.95384411111112,58.974585,0.0,269.55409222222227,286.3698722222222,-2.5776242333333337,3143.1111111111113,2.729144977777778,False,False,False,False,False,False,False,False,False,False
48,1770.7777777777778,290.2415477777778,4.322825933333333,63.31199488888889,56.504359333333326,0.0,270.21289,287.43664888888884,-1.7875594666666668,4256.555555555556,53.67632707777778,False,False,False,False,False,False,False,False,False,False
49,1554.111111111111,288.2162822222222,4.177066833333333,67.133654,59.819608888888894,0.0,271.7330066666666,289.42985888888893,-1.6449107,1544.2222222222222,12.613916793400001,False,False,False,False,False,False,False,False,False,False
50,1549.111111111111,290.04755666666665,3.9555594444444444,64.49004144444444,55.295492777777774,0.0,271.2594866666667,288.75036111111115,-1.6125925333333333,3300.777777777778,48.529816,False,False,False,False,False,False,False,False,False,False
51,1429.7777777777778,260.7052711111111,4.393249666666666,45.74992266666666,44.9644261111111,0.0,262.74512888888887,282.02915,0.004030759377777778,2955.0,0.8714910279999999,False,False,False,False,False,False,False,False,False,False
52,1573.7777777777778,293.4141177777778,3.131407933333333,65.42161233333333,51.68508555555555,0.0,266.3045811111111,282.8104177777778,-2.4259788555555555,2093.1111111111113,0.0,False,False,False,False,False,False,False,False,False,False
53,1742.5555555555557,294.1956144444445,3.200513911111111,63.518982333333334,50.4986841111111,0.0,265.9090422222222,280.3324288888889,-2.0714639888888886,2307.5555555555557,0.0,False,False,False,False,False,False,False,False,False,False
54,1376.111111111111,288.89718555555555,2.700487577777778,65.43547566666668,48.83331333333334,0.0,267.1345688888889,284.5161466666666,-1.9394220666666666,2599.0,0.0,False,False,False,False,False,False,False,False,False,False
55,1552.7777777777778,290.6203644444444,2.6987600666666665,65.74861444444444,48.97405911111112,0.0,267.90617222222215,283.1488033333333,-2.141219366666667,2424.777777777778,0.0,False,False,False,False,False,False,False,False,False,False
56,1397.6666666666667,295.8836366666667,2.887870588888889,65.58523733333332,50.46306022222223,0.0,267.23229555555554,284.3656677777778,-2.164349811111111,2278.6666666666665,299.2304817777778,False,False,False,False,False,False,False,False,False,False
57,2430.222222222222,289.8005066666667,2.6962063222222223,62.735416666666666,46.70699666666667,0.0,262.6245255555556,276.3856411111111,-2.124177333333334,4167.444444444444,0.10672396399999998,False,False,False,False,False,False,False,False,False,False
58,2499.5555555555557,298.0502655555555,2.595437977777778,63.641268000000004,46.937383999999994,0.0,259.1669288888889,276.48766111111115,-2.178118622222222,3961.6666666666665,0.5697546422222222,False,False,False,False,False,False,False,False,False,False
59,2116.3333333333335,298.85507333333334,2.7330762444444447,63.678134555555566,47.84234722222222,0.0,264.3706222222222,278.02256,-1.444887933333333,3919.1111111111113,1.4999726144444443,False,False,False,False,False,False,False,False,False,False
60,2615.1111111111113,298.9491655555555,5.381886866666666,50.77057577777778,53.99400033333333,0.0,267.2030366666666,283.23520444444443,-1.976909533333333,2549.8888888888887,0.0,False,False,False,False,False,False,False,False,False,False
61,1181.3333333333333,365.2193833333333,2.6171189555555556,64.46686344444444,48.08744333333333,0.0,270.96641777777774,287.35485,-1.8683916444444444,1874.4444444444443,0.0628068011111111,False,False,False,False,False,False,False,False,False,False
62,1184.5555555555557,-10.500299144444446,2.7486450111111114,67.80286344444444,50.966339222222224,0.0,270.94116666666673,287.5422111111111,-1.9022783777777776,3690.6666666666665,28.67332728844444,False,False,False,False,False,False,False,False,False,False
63,1233.111111111111,295.69344555555557,2.786118111111111,66.16668122222222,50.15104733333334,0.0,270.82002555555556,287.31717222222215,-1.9049924444444442,2146.5555555555557,0.051996120111111106,False,False,False,False,False,False,False,False,False,False
64,1217.888888888889,340.6883955555556,2.8910487,64.02037055555556,49.81461566666667,3.508596555555556e-05,271.20683333333335,287.1895388888889,-1.9214084777777778,1809.2222222222222,0.09959685022222223,False,False,False,False,False,False,False,False,False,False
65,1284.111111111111,319.88842,2.9274649666666672,49.24549888888889,1.5205143044444447,0.6124623666666668,271.0825033333333,287.30020222222225,-1.738371033333333,1786.7777777777778,0.08944477222222225,False,False,False,False,False,False,False,False,False,False
66,1267.888888888889,349.2101444444445,2.9180501555555556,55.06088111111111,22.230840055555557,0.31068912888888883,271.1256644444445,287.29241,-1.851591888888889,1730.111111111111,0.057757340444444444,False,False,False,False,False,False,False,False,False,False
67,1266.0,-8.78520248888889,2.7415733777777778,50.768514,12.022026953777775,0.4255396544444444,271.0487466666666,287.2603322222222,-1.9590535444444446,2064.777777777778,0.047151092444444445,False,False,False,False,False,False,False,False,False,False
68,1246.888888888889,368.48038222222226,2.8473252444444443,64.02424055555555,49.420946444444446,0.0,270.9553077777778,286.93833111111115,-2.0340939,1878.3333333333333,0.0,False,False,False,False,False,False,False,False,False,False
69,1267.2222222222222,306.43362,3.0344505555555554,64.9912591111111,51.34497111111111,0.0,271.03952444444445,286.96712,-2.0916303444444444,2106.8888888888887,0.04232072166666666,False,False,False,False,False,False,False,False,False,False
70,1314.7777777777778,-7.495473066666668,2.9137406777777777,65.04157166666667,50.53263466666667,0.0,270.95587555555556,286.88175333333334,-2.1211748999999998,2266.8888888888887,0.03912422466666666,False,False,False,False,False,False,False,False,False,False
71,1381.888888888889,49.11868788888889,2.5675074777777778,66.25065922222221,48.63089166666667,0.0,270.95342999999997,286.5743166666667,-2.1075706111111114,2180.6666666666665,0.03512543822222222,False,False,False,False,False,False,False,False,False,False
72,1366.5555555555557,310.5757344444444,3.0065560666666666,65.73829711111111,51.81215122222222,0.0,270.99754,286.8525488888889,-2.3485864777777774,2113.6666666666665,0.019345083199999998,False,False,False,False,False,False,False,False,False,False
73,1360.7777777777778,305.9516966666667,3.093114377777778,65.24539933333332,51.914697333333336,0.0,270.93596888888885,286.7245144444444,-2.394311755555556,2123.0,0.04600731666666666,False,False,False,False,False,False,False,False,False,False
74,1420.4444444444443,60.64917511111111,2.8894986777777776,67.06084622222222,51.949848111111116,0.0,271.26312666666666,286.8871488888889,-2.2606803222222225,2172.8888888888887,0.07359869344444443,False,False,False,False,False,False,False,False,False,False
75,1510.0,326.7406077777778,5.308473011111111,56.524937666666666,58.56414977777777,0.0,276.6020344444444,296.5959244444444,0.6520233822222222,4100.777777777777,226.94583655555556,False,False,False,False,False,False,False,False,False,False
76,1687.111111111111,327.17288222222226,4.326526066666666,53.638362666666666,49.779439777777775,0.0,273.8567966666667,295.1205888888889,1.3023858444444445,4734.0,18.715942655555555,False,False,False,False,False,False,False,False,False,False
77,2199.4444444444443,326.24862888888885,4.2285589111111115,52.90762900000001,48.12666855555555,0.0,274.23976555555555,291.2541277777778,1.372179488888889,5513.555555555556,4.082999,False,False,False,False,False,False,False,False,False,False
78,1547.7777777777778,325.1142533333334,4.723182344444444,53.06897977777778,51.301370444444444,0.0,275.20626666666664,296.6570766666666,1.2898390555555557,3077.0,899.3139511111112,False,False,False,False,False,False,False,False,False,False
79,1574.0,318.80225666666666,4.67105,52.888180555555564,50.74107266666667,0.0,275.05397333333326,296.42211444444445,1.6256007555555556,4756.444444444444,63.124916,False,False,False,False,False,False,False,False,False,False
80,1551.6666666666667,322.81659444444443,5.013701466666666,55.0185668888889,55.13834077777778,0.0,275.6857066666667,296.6025466666667,0.7958245199999999,4788.888888888889,46.00126833333334,False,False,False,False,False,False,False,False,False,False
81,1443.2222222222222,326.96012,5.0593044888888885,55.662779666666665,56.57399766666666,0.0,275.51766888888886,297.4591911111111,0.8541169655555555,4120.555555555556,9.982647233333331,False,False,False,False,False,False,False,False,False,False
82,1657.6666666666667,315.32234222222223,5.249723955555556,53.74550066666667,55.09558344444445,0.0,275.9668033333333,296.06576444444437,1.2365317555555557,4352.888888888889,11.042204388888887,False,False,False,False,False,False,False,False,False,False
83,1490.111111111111,324.92054444444443,4.9754919555555555,56.98470755555555,56.859044777777775,0.0,276.10597222222225,297.6969277777778,1.6759649444444444,3683.4444444444443,362.855321488889,False,False,False,False,False,False,False,False,False,False
84,1484.4444444444443,327.10034999999993,4.5196373,57.10682422222222,54.49768944444444,0.0,275.75825444444445,297.5876833333333,1.4549887,4448.555555555556,17.215308,False,False,False,False,False,False,False,False,False,False
85,1652.6666666666667,298.36880666666667,7.356825466666668,55.972509333333335,69.4303581111111,0.0,276.62897111111107,296.93311222222223,0.22048363577777777,5353.888888888889,22.89766,False,False,False,False,False,False,False,False,False,False
86,1520.2222222222222,326.7847788888889,4.322599077777777,58.08712588888889,54.23773022222221,0.0,276.03707444444444,297.70124555555566,0.9225798322222223,4670.888888888889,12.308527422222221,False,False,False,False,False,False,False,False,False,False
87,1615.888888888889,296.7442322222222,7.5519038444444435,55.282933444444446,69.73449211111112,0.0,277.68879555555554,296.4561611111111,0.9605832855555556,3242.4444444444443,1810.7294521555557,False,False,False,False,False,False,False,False,False,False
88,1623.6666666666667,312.3250288888889,5.7916847222222225,58.89547577777777,63.48590366666667,0.0,277.18566444444446,296.9204911111111,0.31394509955555555,4642.111111111111,142.20243446666666,False,False,False,False,False,False,False,False,False,False
89,1552.3333333333333,324.87896888888895,4.832474866666667,60.56726933333333,59.935857777777784,0.0,275.6803722222222,297.5217155555556,1.0070153855555555,2500.0,32.23093188888889,False,False,False,False,False,False,False,False,False,False
90,1585.0,326.44601555555556,4.883941755555556,60.94901566666667,60.68482666666667,0.0,276.0650211111112,297.1849855555555,1.027316062222222,3728.5555555555557,19.524018945555557,False,False,False,False,False,False,False,False,False,False
91,3117.8888888888887,305.9789677777778,5.7513264,55.50427033333333,59.48757044444445,0.0,273.50337666666667,287.30728111111114,-1.4939257000000001,2341.777777777778,0.15519038333333335,False,False,False,False,False,False,False,False,False,False
92,3611.1111111111113,301.83308000000005,6.124463044444443,46.53046333333334,51.525621888888885,0.0,272.7544333333333,283.8237766666666,-1.8500747666666666,-198.33333333333334,0.4752386866666667,False,False,False,False,False,False,False,False,False,False
93,2710.777777777778,303.1007411111112,5.441669933333334,56.20034666666666,58.67507122222222,0.0,275.07177333333334,289.37494555555554,-1.3338111222222222,3096.6666666666665,1.75566439,False,False,False,False,False,False,False,False,False,False
94,2873.222222222222,304.02881222222226,5.762253433333334,55.746992222222225,59.62582366666667,0.0,275.1664744444445,287.75722222222225,-1.473265188888889,3798.4444444444443,0.0016669888333333332,False,False,False,False,False,False,False,False,False,False
95,2541.5555555555557,304.25308,5.723676133333333,48.64230777777777,53.32285144444444,0.0,270.5763133333333,291.8592233333334,-1.4522862555555553,2423.222222222222,6.096983344444445,False,False,False,False,False,False,False,False,False,False
96,2410.6666666666665,305.1026533333333,5.848199022222222,47.521310444444445,53.03251922222222,0.0,269.32496888888886,292.7068877777778,-1.6206779666666666,2693.6666666666665,194.16687416666664,False,False,False,False,False,False,False,False,False,False
97,2418.222222222222,304.22044888888894,5.720850288888888,49.43476722222223,53.96597277777777,0.0,269.8153188888889,292.4970033333333,-1.4972220666666667,2607.5555555555557,2.5568298727777776,False,False,False,False,False,False,False,False,False,False
98,2441.5555555555557,302.94826777777774,5.4422628,52.03027133333333,55.02122955555555,0.0,271.39444333333336,292.1467733333333,-1.3730810666666666,2739.0,2.1373078311111104,False,False,False,False,False,False,False,False,False,False
99,3243.8888888888887,305.0508488888888,6.231037566666667,50.931635,57.12964711111111,0.0,274.02989,285.8435322222222,-1.2904040666666665,2673.5555555555557,0.06706702405555556,False,False,False,False,False,False,False,False,False,False
100,3455.4444444444443,306.06403777777774,6.359181622222222,48.15645722222222,54.576217111111106,0.0,273.7272811111111,284.6065566666667,-0.9265282944444445,1394.3333333333333,0.08231576588888888,False,False,False,False,False,False,False,False,False,False
101,2490.5555555555557,304.9175777777778,6.376901077777777,53.48004266666666,60.979650444444445,0.0,270.92227222222226,292.9719455555555,-1.691263266666667,3473.777777777778,0.904734638022222,False,False,False,False,False,False,False,False,False,False
102,2520.3333333333335,304.8667233333333,6.279078066666667,54.339150888888895,62.33065144444444,0.0,270.39478444444444,292.73257222222225,-1.7285227777777776,2637.222222222222,0.0,False,False,False,False,False,False,False,False,False,False
103,2799.8888888888887,305.94828777777775,6.176455633333334,55.853323666666675,62.26721477777778,0.0,272.33722,289.6383766666666,-1.1898208777777777,2641.3333333333335,0.021204818811111113,False,False,False,False,False,False,False,False,False,False
104,3033.6666666666665,305.8786411111111,6.3411260333333335,57.44078644444445,64.428166,0.0,273.6966933333333,288.49273999999997,-1.452315422222222,2783.6666666666665,0.0,False,False,False,False,False,False,False,False,False,False
105,2808.1111111111113,305.82172444444444,6.289482411111111,55.4199381111111,62.85964522222222,0.0,271.9089711111111,289.68778555555554,-0.96995318,3013.222222222222,0.0,False,False,False,False,False,False,False,False,False,False
106,2887.5555555555557,308.00190888888886,7.154467344444443,60.10377211111111,72.66679222222223,0.0,274.14906666666667,288.8955822222222,-1.8990990888888888,4762.444444444444,0.023807074111111118,False,False,False,False,False,False,False,False,False,False
107,2968.1111111111113,307.3854944444445,6.6336210666666675,56.832866888888894,66.14991833333333,0.0,272.3460511111111,288.50304111111114,-1.1963569777777776,3679.3333333333335,0.0,False,False,False,False,False,False,False,False,False,False
108,2963.4444444444443,308.9761266666667,7.304507922222222,61.90812622222222,74.88039111111112,0.0,275.4928566666666,288.90290555555555,-2.675758277777778,3834.3333333333335,0.03366064866666666,False,False,False,False,False,False,False,False,False,False
109,2858.5555555555557,309.1720855555556,7.086555511111111,53.89175411111111,65.47576877777777,0.0,271.1209366666667,289.35194111111116,-1.2352155444444444,2499.1111111111113,0.2659265866666667,False,False,False,False,False,False,False,False,False,False
110,1173.888888888889,85.23861422222222,3.176888322222222,79.79919622222222,65.52499777777777,0.0,285.8395777777778,307.00529111111115,-1.8237585666666665,2075.222222222222,0.055671791888888884,False,False,False,False,False,False,False,False,False,False
111,1178.4444444444443,73.37834511111113,3.294622411111111,77.18668944444444,64.90497222222221,0.0,285.80357333333336,307.26103666666677,-2.1533473777777776,1832.3333333333333,0.035088012222222215,False,False,False,False,False,False,False,False,False,False
112,1226.4444444444443,98.12441888888888,3.265226988888889,77.26282844444444,64.5864548888889,0.0,285.1390944444445,306.91973111111116,-2.3525739000000003,1881.111111111111,0.0,False,False,False,False,False,False,False,False,False,False
113,1245.4444444444443,156.00828222222222,3.115944111111111,78.9999141111111,64.28423488888889,0.0,285.2120444444444,306.8120455555556,-2.0263040777777777,1822.888888888889,0.04715109444444445,False,False,False,False,False,False,False,False,False,False
114,1352.4444444444443,212.52684222222226,3.2083593777777777,79.722769,66.08288355555557,0.0,284.7832733333333,306.1272333333334,-2.456977666666666,1792.111111111111,0.012201258188888888,False,False,False,False,False,False,False,False,False,False
115,1351.3333333333333,214.50595222222222,3.3306987888888893,80.00382111111111,67.29570844444443,0.0,284.1849677777778,306.1006466666666,-2.5101422333333328,2172.222222222222,0.021600856333333335,False,False,False,False,False,False,False,False,False,False
116,1523.0,307.8189477777778,2.7003591555555557,50.353749444444446,39.278067666666665,0.0,277.1448766666667,294.95406666666673,0.5543580800000001,4132.777777777777,450.3662865333333,False,False,False,False,False,False,False,False,False,False
117,1512.888888888889,307.34386333333333,2.6937273111111115,48.25873333333333,37.99390011111111,0.0,276.18813222222224,294.7824811111111,0.6069500477777778,4657.333333333333,21.174922111111112,False,False,False,False,False,False,False,False,False,False
118,1496.5555555555557,307.3993144444444,2.589696922222222,51.02264411111111,38.988747777777775,0.0,275.61726555555555,294.9645566666666,1.0863967777777779,4150.333333333333,6.995421144444445,False,False,False,False,False,False,False,False,False,False
119,2283.8888888888887,289.80661333333336,4.761958833333334,51.47942355555555,51.76534133333333,-0.09192467377777777,273.95950111111114,290.1450111111111,0.14854569977777776,5530.111111111111,0.6747750955555556,False,False,False,False,False,False,False,False,False,False
120,1611.888888888889,289.99030999999997,3.932214122222222,53.01695922222222,49.14333522222222,0.0,276.75855888888884,295.0056466666666,1.1690697777777777,4427.666666666667,92.69907255555556,False,False,False,False,False,False,False,False,False,False
121,1576.3333333333333,290.00066555555554,3.3191878999999997,52.989551333333324,45.105375666666674,0.0,276.11022222222226,294.74167000000006,1.0703699877777777,5384.888888888889,263.3327511111111,False,False,False,False,False,False,False,False,False,False
122,2493.0,291.10358222222226,4.556670111111111,52.87196355555555,51.241551333333334,0.0,272.68054888888884,289.3242288888889,0.7938950022222222,5184.333333333333,32.62735318888889,False,False,False,False,False,False,False,False,False,False
123,1607.4444444444443,294.39459555555555,2.7281768222222222,55.288875555555556,43.53679666666667,0.0,276.4678311111111,294.5091088888889,0.6864883433333334,4150.444444444444,2782.466744444444,False,False,False,False,False,False,False,False,False,False
124,1557.5555555555557,303.9709344444445,2.4124599,53.20100055555555,40.12421366666667,0.0,275.41466,294.71840111111106,0.86499744,2002.6666666666667,20.48888562222222,False,False,False,False,False,False,False,False,False,False
125,1368.0,374.8625911111111,2.4019671000000002,38.91690922222222,30.002422222222222,0.0,276.25068555555555,293.8131944444445,-0.025970973888888887,4073.5555555555557,0.18992610999999998,False,False,False,False,False,False,False,False,False,False
126,1402.888888888889,352.90831555555565,2.5,41.44061211111111,32.00469922222223,0.0,276.09928,294.46285000000006,-0.0644006421111111,3434.3333333333335,0.9278923377777778,False,False,False,False,False,False,False,False,False,False
127,1320.0,6.959927055555556,2.3994395444444447,41.99572944444444,31.843032777777776,0.0,276.5973188888889,292.96857888888894,-0.7190910744444445,4157.888888888889,0.0,False,False,False,False,False,False,False,False,False,False
